item	gloss	aspect	frequency	rel_freq	flexibility	flexibility_broad	definite	ger	inf	mod	pred	precxn	ref	mod_rel	pred_rel	ref_rel	pred_rel_broad	ref_rel_broad	dispersion	dispersion_ref	dispersion_pred	dispersion_mod	dispersion_ref_broad	dispersion_pred_broad	dispersion_norm	dispersion_ref_norm	dispersion_pred_norm	dispersion_mod_norm
hačɬiː(ƛ)	westerly.wind.blowing	NULL	2	0.2390628735357399	0	NaN	0	0	0	0	2	0	0	0	0.2390628735357399	0	0	0	0.8856084150131485	1	0.8856084150131485	1	1	1	0.8923280741900518	1	0.8923280741900518	1
hačɬiːƛ	west-vicinity.of	NULL	1	0.11953143676786995	0	NaN	0	0	0	0	1	0	0	0	0.11953143676786995	0	0	0	0.9203920631125987	1	0.9203920631125987	1	1	1	0.9273756473563773	1	0.9273756473563773	1
hačʔinštup	food.from.deep.water	NULL	1	0.11953143676786995	0	NaN	0	0	0	0	0	0	1	0	0	0.11953143676786995	0	0	0.9158498685154195	0.9158498685154195	1	1	1	1	0.9227989883174755	0.9227989883174755	1	1
hač̓a	maybe	NULL	3	0.35859431030360983	0	NaN	0	0	0	0	3	0	0	0	0.35859431030360983	0	0	0	0.8060004781257469	1	0.8060004781257469	1	1	1	0.8121161026135131	1	0.8121161026135131	1
hašiy̓in	hear.about	MOM	1	0.11953143676786995	0	NaN	0	0	0	0	1	0	0	0	0.11953143676786995	0	0	0	0.978962467128855	1	0.978962467128855	1	1	1	0.9863904612790559	1	0.9863904612790559	1
haši·	hear.about	MOM	2	0.2390628735357399	0	NaN	0	0	0	0	2	0	0	0	0.2390628735357399	0	0	0	0.9555343055223523	1	0.9555343055223523	1	1	1	0.9627845357099843	1	0.9627845357099843	1
hašiɬ	hear.about	TEL	1	0.11953143676786995	0	NaN	0	0	0	0	1	0	0	0	0.11953143676786995	0	0	0	0.8870427922543629	1	0.8870427922543629	1	1	1	0.8937733349391787	1	0.8937733349391787	1
haɬa·q	pay-get.paid	NULL	1	0.11953143676786995	0	NaN	0	0	0	0	1	0	0	0	0.11953143676786995	0	0	0	0.9884054506335167	1	0.9884054506335167	1	1	1	0.9959050945441408	1	0.9959050945441408	1
haɬmi·ḥa	drowned	NULL	1	0.11953143676786995	0	NaN	0	0	0	0	1	0	0	0	0.11953143676786995	0	0	0	0.9765718383934975	1	0.9765718383934975	1	1	1	0.9839816933638444	1	0.9839816933638444	1
haʔuk	eat	NULL	29	3.4664116662682285	0	NaN	0	0	0	0	29	0	0	0	3.4664116662682285	0	0	0	0.4201694873337895	1	0.4201694873337895	1	1	1	0.4233575732909169	1	0.4233575732909169	1
haʔuk.	eat	NULL	1	0.11953143676786995	0	NaN	0	0	0	0	1	0	0	0	0.11953143676786995	0	0	0	0.9751374611522832	1	0.9751374611522832	1	1	1	0.9825364326147177	1	0.9825364326147177	1
haʔukʷ	eat	TEL	4	0.4781257470714798	0	NaN	0	0	0	0	4	0	0	0	0.4781257470714798	0	0	0	0.8415013148458047	1	0.8415013148458047	1	1	1	0.8478863061544023	1	0.8478863061544023	1
haʔum	food-busy.with.gathering	NULL	14	1.6734401147501794	0.6216097450797567	NaN	0	0	0	0	6	0	8	0	0.7171886206072197	0.9562514941429596	0	0	0.5841330555650422	0.6697645230695672	0.7102557972746831	1	1	1	0.5885652345967896	0.6748464410454053	0.7156449476092978	1
haː	yes	NULL	15	1.7929715515180493	0.6309297535714575	NaN	0	0	0	0	1	0	1	0	0.11953143676786995	0.11953143676786995	0	0	0.5487130448641327	0.9674874491991394	0.867798230934736	1	1	1	0.5528764703520818	0.9748283752860413	0.8743827532217272	1
haːʔin	invite	NULL	1	0.11953143676786995	0	NaN	0	0	0	0	1	0	0	0	0.11953143676786995	0	0	0	0.9924695194836242	1	0.9924695194836242	1	1	1	1	1	1	1
haːʕin	invite	NULL	4	0.4781257470714798	0	NaN	0	0	0	0	4	0	0	0	0.4781257470714798	0	0	0	0.9260100406406885	1	0.9260100406406885	1	1	1	0.9330362519571239	1	0.9330362519571239	1
heː	INTJ	NULL	8	0.9562514941429596	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0.9426249103514226	1	1	1	1	1	0.9497771889678431	1	1	1
hicnup	couple	NULL	7	0.8367200573750897	0.6216097450797567	NaN	1	0	0	0	3	0	4	0	0.35859431030360983	0.4781257470714798	0	0	0.6987807793449677	0.8625388477169496	0.8131723643318193	1	1	1	0.7040828616162833	0.8690834638082621	0.8193424063591473	1
hihiq	various-things	NULL	7	0.8367200573750897	0	NaN	0	0	0	0	0	0	7	0	0	0.8367200573750897	0	0	0.9252928520200814	0.9252928520200814	1	1	1	1	0.9323136215825607	0.9323136215825607	1	1
himwic̓a	story	TEL	2	0.2390628735357399	0	NaN	0	0	0	0	2	0	0	0	0.2390628735357399	0	0	0	0.7836480994501555	1	0.7836480994501555	1	1	1	0.7895941226062869	1	0.7895941226062869	1
himwic̓aq	relating.myth-instrument	NULL	2	0.2390628735357399	0	NaN	2	0	0	0	0	0	2	0	0	0.2390628735357399	0	0	0.8870427922543629	0.8870427922543629	1	1	1	1	0.8937733349391787	0.8937733349391787	1	1
hinat	invite	TEL	1	0.11953143676786995	0	NaN	0	0	0	0	1	0	0	0	0.11953143676786995	0	0	0	0.9203920631125987	1	0.9203920631125987	1	1	1	0.9273756473563773	1	0.9273756473563773	1
